"","Accession_number","ED","Species","Country","City","Host","Collection_date","lat","lon","sum_extracted_values","extracted_temp","extracted_precip","heterogeneity","Geo_location","num_occurrences","DR"
"1836","KX547510.1",0.00258805841197196,"Orthoflavivirus nilense","USA"," Nassau Co., NY","Culex","2016-08-02T00:00:00Z",40.7352994,-73.5615778,10,0.687769889831543,66.66015625,43678,"USA:  Nassau Co., NY",38,386.39004257947
"1837","OQ721843.1",0.00245955503349847,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex pipiens","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.687769889831543,20.54931640625,53077,"USA:  Sacramento, California",144,406.57760707944
"1838","MH170241.1",0.00245955503349847,"Orthoflavivirus nilense","USA"," CO, Weld County","Culex tarsalis","2018-11-19T00:00:00Z",40.4065001,-104.6933275,98,0.687769889831543,-11.7471160888672,61208,"USA:  CO, Weld County",13,406.57760707944
"1839","MH507899.1",0.00384996828644311,"Orthoflavivirus nilense","USA"," Bowerbank,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3994055,-119.4084485,23,0.687769889831543,11.4831848144531,57260,"USA:  Bowerbank,California",1,259.74239931308
"1840","OQ721527.1",0.0032517099540431,"Orthoflavivirus nilense","USA"," Anoka, Minnesota","","2023-08-02T00:00:00Z",45.2710195,-93.2827625,265,0.687769889831543,17.3861287434896,45633,"USA:  Anoka, Minnesota",7,307.530503683646
"1841","JN183886.1",0.00323015145827715,"Orthoflavivirus nilense","USA"," New York","Cyanocitta cristata","2011-10-11T00:00:00Z",40.7127281,-74.0060152,13972,0.687769889831543,31.6479328588108,34805.5593220339,"USA:  New York",73,309.583006529782
"1842","KF704153.1",0.00323015145827715,"Orthoflavivirus nilense","USA"," Gilbert, Maricopa Co., AZ","Culex quinquefasciatus","2014-02-11T00:00:00Z",33.3527632,-111.789037,44,0.687769889831543,14.5459518432617,44548.25,"USA:  Gilbert, Maricopa Co., AZ",2,309.583006529782
"1843","MH507846.1",0.00195327254097078,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.687769889831543,-17.0910949707031,71444,"USA:  Bakersfield,California",141,511.961325941232
"1844","MH507913.1",0.00191516424202211,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.687769889831543,-17.0910949707031,71444,"USA:  Bakersfield,California",141,522.148428870078
"1845","MH507844.1",0.00191516424202211,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.687769889831543,-17.0910949707031,71444,"USA:  Bakersfield,California",141,522.148428870078
"1846","MG004533.1",0.00341882803617889,"Orthoflavivirus nilense","USA"," AZ","Culex quinquefasciatus","2017-11-18T00:00:00Z",34.395342,-111.763275,33223,0.687769889831543,15.21252333849,14295.5609756097,"USA:  AZ",21,292.497893844835
"1847","MH507933.1",0.0024210930401069,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.687769889831543,-17.0910949707031,71444,"USA:  Bakersfield,California",141,413.036584482456
"1848","MH507935.1",0.00238450280900433,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.815521717071534,-17.0910949707031,71444,"USA:  Bakersfield,California",141,419.374637020269
"1849","MH507931.1",0.00227118931479218,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.815521717071534,-17.0910949707031,71444,"USA:  Bakersfield,California",141,440.297950279633
"1850","MH508020.1",0.00165526952220163,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.533759117126465,-17.0910949707031,71444,"USA:  Bakersfield,California",141,604.131222491144
"1851","MH508001.1",0.00146664751154861,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,1.29204530088324,-17.0910949707031,71444,"USA:  Bakersfield,California",141,681.827086689776
"1852","MH507946.1",0.0013928206713926,"Orthoflavivirus nilense","USA"," Greenacres,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3832927,-119.1098266,37,1.29204530088324,-6.3083267211914,59630,"USA:  Greenacres,California",6,717.967517670568
"1853","MH507988.1",0.00137324458353138,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,1.29204530088324,-17.0910949707031,71444,"USA:  Bakersfield,California",141,728.202398897103
"1854","MH507860.1",0.00137324458353138,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,728.202398897103
"1855","MH507932.1",0.00158779511373958,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,629.804180241362
"1856","MH507995.1",0.00158779511373958,"Orthoflavivirus nilense","USA"," Greenacres,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3832927,-119.1098266,37,0.76498794555664,-6.3083267211914,59630,"USA:  Greenacres,California",6,629.804180241362
"1857","MH507907.1",0.00223488049708593,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,447.451217773794
"1858","MH508026.1",0.00218992560227295,"Orthoflavivirus nilense","USA"," Arvin,California","Culex tarsalis","2019-01-20T00:00:00Z",35.209129,-118.828431,43,0.76498794555664,-21.5194396972656,42960.75,"USA:  Arvin,California",13,456.636517223274
"1859","OQ721436.1",0.00218992560227295,"Orthoflavivirus nilense","USA"," Grant, Washington","Corvidae","2023-08-02T00:00:00Z",47.119015,-119.4904332,39,0.76498794555664,-53.5505981445312,80279,"USA:  Grant, Washington",6,456.636517223274
"1860","MH507934.1",0.00239829084197236,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,416.963606956693
"1861","MH507863.1",0.00239138319991121,"Orthoflavivirus nilense","USA"," Bakersfield,California","Passer domesticus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,418.168029296654
"1862","MH507936.1",0.00239138319991121,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,418.168029296654
"1863","MH507866.1",0.00124029899799376,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,806.257202188783
"1864","OK573264.1",0.00124029899799376,"Orthoflavivirus nilense","USA"," MD","Homo sapiens","2022-07-30T00:00:00Z",39.5162401,-76.9382069,46503,0.76498794555664,76.0847852528941,34072.4898785425,"USA:  MD",22,806.257202188783
"1865","MH507993.1",0.00126850961846961,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,788.326698859758
"1866","MH507870.1",0.00107361302491632,"Orthoflavivirus nilense","USA"," Bakersfield,California","Haemorhous mexicanus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,931.434303414809
"1867","MH507865.1",0.00107361302491632,"Orthoflavivirus nilense","USA"," Bakersfield,California","Passer domesticus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,931.434303414809
"1868","MH508008.1",0.00140481459371854,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,711.837707603112
"1869","MH508007.1",0.00144136166955944,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,693.788395459175
"1870","MH507867.1",0.00144136166955944,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,693.788395459175
"1871","MH507887.1",0.00186758841118614,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,535.449885001631
"1872","MH508017.1",0.0015501371404457,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,645.104212981104
"1873","MH508015.1",0.0015501371404457,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,645.104212981104
"1874","MH507873.1",0.00189821705421017,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,526.810144172943
"1875","MH508023.1",0.00155733670140824,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,642.12189894179
"1876","MH508006.1",0.00137059500558625,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,729.610129851789
"1877","MH508014.1",0.00137059500558625,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,729.610129851789
"1878","MH508005.1",0.00141125106090259,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,708.591141366749
"1879","MH508013.1",0.00141125106090259,"Orthoflavivirus nilense","USA"," Buttonwillow,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.187133,-117.885359,4,0.76498794555664,13.5317153930664,12647,"USA:  Buttonwillow,California",3,708.591141366749
"1880","MH507878.1",0.00221670446645506,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,451.120126806616
"1881","MH507937.1",0.00216062520296368,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.76498794555664,-17.0910949707031,71444,"USA:  Bakersfield,California",141,462.828999045426
"1882","MH507996.1",0.00216062520296368,"Orthoflavivirus nilense","USA"," Arvin,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.209129,-118.828431,43,0.76498794555664,-21.5194396972656,42960.75,"USA:  Arvin,California",13,462.828999045426
"1883","OQ721798.1",0.00386117198299048,"Orthoflavivirus nilense","USA"," Sacramento, California","","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.76498794555664,20.54931640625,53077,"USA:  Sacramento, California",144,258.98872270007
"1884","KX547399.1",0.00357577030939138,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culex","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.76498794555664,62.630615234375,41925,"USA:  Suffolk Co., NY",63,279.660021051578
"1885","KX547574.1",0.00347295929080003,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culex","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.76498794555664,62.630615234375,41925,"USA:  Suffolk Co., NY",63,287.938877558695
"1886","KY782114.1",0.00347295929080003,"Orthoflavivirus nilense","USA"," Illinois, West Chicago suburbs","Culex","2019-02-17T00:00:00Z",41.890865,-87.628037,35,0.76498794555664,121.692596435547,48348.3333333333,"USA:  Illinois, West Chicago suburbs",20,287.938877558695
"1887","KC333375.1",0.00387753515121093,"Orthoflavivirus nilense","USA"," Harris Co., Texas","Passer domesticus","2013-09-25T00:00:00Z",29.7044011,-96.5419157,212,0.76498794555664,165.813934326172,28280,"USA:  Harris Co., Texas",6,257.895792301897
"1888","KM012186.1",0.00370236375168309,"Orthoflavivirus nilense","USA"," OH","Homo sapiens","2016-05-25T00:00:00Z",40.2253569,-82.6881395,29024,0.76498794555664,106.14923842748,34481.124497992,"USA:  OH",3,270.097717855357
"1889","KX547441.1",0.00318491080459138,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Passer domesticus","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.76498794555664,62.630615234375,41925,"USA:  Suffolk Co., NY",63,313.980535517163
"1890","KX547211.1",0.00315780539723178,"Orthoflavivirus nilense","USA"," Putnam Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",41.426996,-73.760156,3,0.76498794555664,14.9493408203125,33592.25,"USA:  Putnam Co., NY",5,316.675625697716
"1891","KX547522.1",0.00315780539723178,"Orthoflavivirus nilense","USA"," Nassau Co., NY","Corvus ossifragus","2016-08-02T00:00:00Z",40.7352994,-73.5615778,10,0.76498794555664,66.66015625,43678,"USA:  Nassau Co., NY",38,316.675625697716
"1892","HM488118.1",0.00220686333059339,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.76498794555664,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,453.131821140513
"1893","HM488115.1",0.00211809092343862,"Orthoflavivirus nilense","USA"," Connecticut","Culex salinarius","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.76498794555664,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,472.123263894898
"1894","KX547180.1",0.00211809092343862,"Orthoflavivirus nilense","USA"," Oswego Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.4112973,-76.1279841,23,0.76498794555664,51.636474609375,33125,"USA:  Oswego Co., NY",18,472.123263894898
"1895","KX547586.1",0.00186024079720324,"Orthoflavivirus nilense","USA"," Dutchess Co., NY","Culex","2016-08-02T00:00:00Z",41.7194303,-73.7516205,63,0.76498794555664,7.34185791015625,33440.75,"USA:  Dutchess Co., NY",13,537.564814997842
"1896","OQ721536.1",0.00178315532513783,"Orthoflavivirus nilense","USA"," Otter Tail, Minnesota","Corvus","2023-08-02T00:00:00Z",46.4184196,-95.713142,84,0.76498794555664,11.1850891113281,52178,"USA:  Otter Tail, Minnesota",2,560.803641669692
"1897","HM488208.1",0.00178315532513783,"Orthoflavivirus nilense","USA"," Connecticut","Culex salinarius","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.76498794555664,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,560.803641669692
"1898","KX547245.1",0.00210382485239203,"Orthoflavivirus nilense","USA"," Nassau Co., NY","Culex","2016-08-02T00:00:00Z",40.7352994,-73.5615778,10,0.76498794555664,66.66015625,43678,"USA:  Nassau Co., NY",38,475.324739539514
"1899","KX547409.1",0.00228186019909715,"Orthoflavivirus nilense","USA"," Putnam Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",41.426996,-73.760156,3,0.76498794555664,14.9493408203125,33592.25,"USA:  Putnam Co., NY",5,438.238942243553
"1900","HQ671723.1",0.00200516485854316,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2011-01-10T00:00:00Z",40.7127281,-74.0060152,13972,0.76498794555664,31.6479328588108,34805.5593220339,"USA:  New York",73,498.712111245828
"1901","KX547374.1",0.00200516485854316,"Orthoflavivirus nilense","USA"," Orange Co., NY","Culex","2016-08-02T00:00:00Z",41.3873306,-74.2507287,62,0.76498794555664,-17.4378662109375,35086,"USA:  Orange Co., NY",13,498.712111245828
"1902","KX547178.1",0.00206657117759218,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culiseta","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.76498794555664,62.630615234375,41925,"USA:  Suffolk Co., NY",63,483.893325738303
"1903","KX547199.1",0.0020516218991336,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culex","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.76498794555664,62.630615234375,41925,"USA:  Suffolk Co., NY",63,487.419246412949
"1904","OQ721357.1",0.00188676659979402,"Orthoflavivirus nilense","USA"," Big Stone, Minnesota","Corvus","2023-08-02T00:00:00Z",45.385266,-96.3557364,17,0.76498794555664,30.51318359375,44831,"USA:  Big Stone, Minnesota",1,530.007262217367
"1905","HM756670.1",0.0017196058273699,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.7127281,-74.0060152,13972,0.76498794555664,31.6479328588108,34805.5593220339,"USA:  New York",73,581.528617828354
"1906","OQ721857.1",0.0017097025690475,"Orthoflavivirus nilense","USA"," Otter Tail, Minnesota","Corvus","2023-08-02T00:00:00Z",46.4184196,-95.713142,84,0.76498794555664,11.1850891113281,52178,"USA:  Otter Tail, Minnesota",2,584.897056426085
"1907","HQ671742.1",0.00167319144655849,"Orthoflavivirus nilense","USA"," Illinois","Cyanocitta cristata","2011-05-18T00:00:00Z",40.0796606,-89.4337288,29694,0.76498794555664,126.531822693823,33368.3650190114,"USA:  Illinois",35,597.660239093889
"1908","HM488183.1",0.00167207774522668,"Orthoflavivirus nilense","USA"," Illinois","Cyanocitta cristata","2010-07-28T00:00:00Z",40.0796606,-89.4337288,29694,0.76498794555664,126.531822693823,33368.3650190114,"USA:  Illinois",35,598.058315682223
"1909","JF920306.1",0.00167207774522668,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2011-05-17T00:00:00Z",41.6500201,-72.7342163,8568,0.76498794555664,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,598.058315682223
"1910","JN183889.1",0.00184037645116111,"Orthoflavivirus nilense","USA"," Connecticut","Culex restuans","2011-10-11T00:00:00Z",41.6500201,-72.7342163,8568,0.76498794555664,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,543.367091754022
"1911","KX547499.1",0.00218633156346426,"Orthoflavivirus nilense","USA"," Herkimer Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.4911326,-74.9481252,0,0.76498794555664,53.241943359375,30699,"USA:  Herkimer Co., NY",2,457.387167029456
"1912","KX547377.1",0.00218633156346426,"Orthoflavivirus nilense","USA"," Nassau Co., NY","Culex","2016-08-02T00:00:00Z",40.7352994,-73.5615778,10,0.76498794555664,66.66015625,43678,"USA:  Nassau Co., NY",38,457.387167029456
"1913","HM488214.1",0.00221441977615464,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.76498794555664,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,451.58556239798
"1914","OQ721615.1",0.00225409016749828,"Orthoflavivirus nilense","USA"," Hennepin, Minnesota","","2023-08-02T00:00:00Z",45.0257232,-93.4865052,120,0.76498794555664,28.8611246744792,46159.5,"USA:  Hennepin, Minnesota",12,443.637976163951
"1915","KX547320.1",0.00182747313008681,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.76498794555664,62.630615234375,41925,"USA:  Suffolk Co., NY",63,547.203668024654
"1916","HQ671697.1",0.00182747313008681,"Orthoflavivirus nilense","USA"," Connecticut","Aedes vexans","2011-01-10T00:00:00Z",41.6500201,-72.7342163,8568,0.76498794555664,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,547.203668024654
"1917","OQ721185.1",0.00320919940856971,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex tarsalis","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.76498794555664,-48.0673828125,18857,"USA:  Larimer, Colorado",94,311.604195529154
"1918","KX547426.1",0.00320919940856971,"Orthoflavivirus nilense","USA"," Onondaga Co., NY","Culex","2016-08-02T00:00:00Z",43.015598,-76.2257127,96,0.76498794555664,51.3417358398438,38406,"USA:  Onondaga Co., NY",36,311.604195529154
"1919","KX547560.1",0.00325510453069352,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Spinus tristis","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.76498794555664,62.630615234375,41925,"USA:  Suffolk Co., NY",63,307.209796358504
"1920","KX547470.1",0.00356950902077127,"Orthoflavivirus nilense","USA"," Erie Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.7164263,-78.7620327,113,0.76498794555664,16.881103515625,40860.75,"USA:  Erie Co., NY",34,280.15057370101
"1921","MH166891.1",0.00234605221682219,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.76498794555664,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,426.247972159178
"1922","MH166894.1",0.00234605221682219,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.76498794555664,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,426.247972159178
"1923","KX547254.1",0.00295866200367102,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culex","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.76498794555664,62.630615234375,41925,"USA:  Suffolk Co., NY",63,337.990618313018
"1924","KX547171.1",0.00295866200367102,"Orthoflavivirus nilense","USA"," Oneida Co., NY","Culiseta","2016-08-02T00:00:00Z",43.2144051,-75.4039155,81,0.76498794555664,63.13671875,32762,"USA:  Oneida Co., NY",2,337.990618313018
"1925","MF175850.1",0.00379623629576718,"Orthoflavivirus nilense","USA"," Dallas Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",32.7620405,-96.7790069,79868,0.76498794555664,133.622813177653,31335.118852459,"USA:  Dallas Co. TX",23,263.418797485026
"1926","KX547300.1",0.00398490199376293,"Orthoflavivirus nilense","USA"," Ulster Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",41.8689317,-74.2618518,0,0.76498794555664,-29.1378173828125,29439.25,"USA:  Ulster Co., NY",6,250.947200599959
"1927","OQ721511.1",0.00454751387486209,"Orthoflavivirus nilense","USA"," Rockingham, New Hampshire","Coquillettidia perturbans","2023-08-02T00:00:00Z",42.9966675,-71.1003143,4,0.76498794555664,6.59716796875,36454,"USA:  Rockingham, New Hampshire",21,219.900373592665
"1928","OQ721137.1",0.00278628536439929,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex pipiens","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.76498794555664,-48.0673828125,18857,"USA:  Larimer, Colorado",94,358.900783378875
"1929","KC711058.1",0.00278628536439929,"Orthoflavivirus nilense","USA"," Plano, Collin Co., Texas","Culex quinquefasciatus","2013-09-23T00:00:00Z",31.12464,-97.718155,71,0.76498794555664,117.2578125,29937.5,"USA:  Plano, Collin Co., Texas",1,358.900783378875
"1930","OQ721591.1",0.0028448418203314,"Orthoflavivirus nilense","USA"," Cook, Illinois","Culex restuans","2023-08-02T00:00:00Z",41.8197385,-87.756525,6,0.76498794555664,122.620330810547,50955,"USA:  Cook, Illinois",26,351.513392714224
"1931","KC736487.1",0.0028448418203314,"Orthoflavivirus nilense","USA"," Texas","Culex quinquefasciatus","2013-06-19T00:00:00Z",31.2638905,-98.5456116,59607,0.76498794555664,104.833542606545,23983.4957983193,"USA:  Texas",44,351.513392714224
"1932","KX547202.1",0.00210808273173446,"Orthoflavivirus nilense","USA"," Niagara Co., NY","Larus delawarensis","2016-08-02T00:00:00Z",43.2042439,-78.7676017,129,0.76498794555664,10.8241577148438,46235,"USA:  Niagara Co., NY",15,474.364684528882
"1933","JN367277.1",0.00210808273173446,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2011-07-25T00:00:00Z",40.7127281,-74.0060152,13972,0.76498794555664,31.6479328588108,34805.5593220339,"USA:  New York",73,474.364684528882
"1934","OQ721563.1",0.00319062683737822,"Orthoflavivirus nilense","USA"," Stearns, Minnesota","","2023-08-02T00:00:00Z",45.535326,-94.6139422,44,0.76498794555664,27.3010660807292,39618,"USA:  Stearns, Minnesota",3,313.418036946531
"1935","KX547504.1",0.00319062683737822,"Orthoflavivirus nilense","USA"," Rockland Co., NY","Culex","2016-08-02T00:00:00Z",41.1519319,-74.0357266,44,0.76498794555664,21.4877319335938,36103,"USA:  Rockland Co., NY",31,313.418036946531
"1936","JF920755.1",0.00389831603081873,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2011-05-17T00:00:00Z",41.6500201,-72.7342163,8568,0.76498794555664,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,256.521018843611
"1937","MH166920.1",0.00236394281706076,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.76498794555664,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,423.02207683829
"1938","MH166918.1",0.00233548762929099,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.76498794555664,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,428.176106547643
"1939","MF175868.1",0.0022617534623101,"Orthoflavivirus nilense","USA"," Montgomery Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",30.301949,-95.5065944,68412,0.76498794555664,226.712872095284,28496.6139534884,"USA:  Montgomery Co. TX",10,442.13483771066
"1940","KC736499.1",0.00226115546955257,"Orthoflavivirus nilense","USA"," Texas","Culex quinquefasciatus","2013-06-19T00:00:00Z",31.2638905,-98.5456116,59607,0.76498794555664,104.833542606545,23983.4957983193,"USA:  Texas",44,442.251766172396
"1941","MH166916.1",0.00226115546955257,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.76498794555664,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,442.251766172396
"1942","KX547201.1",0.00228072590855104,"Orthoflavivirus nilense","USA"," Nassau Co., NY","Aedes sp.","2016-08-02T00:00:00Z",40.7352994,-73.5615778,10,0.76498794555664,66.66015625,43678,"USA:  Nassau Co., NY",38,438.456894908213
