Accession,Organism_Name,Release_Date,Species,Length,Geo_Location,Host,Collection_Date
OQ721236.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2017-09-08
OQ721237.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2015-10-04
OQ721239.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2006-09-13
OQ721241.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2011-09-08
OQ721247.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2012-06-14
OQ721265.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Aphelocoma californica,2010-09-12
OQ721266.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2009-09-09
OQ721272.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2010-10-13
OQ721277.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2014-07-24
OQ721282.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2013-08-23
OQ721291.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2005-08-05
OQ721295.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Mimus polyglottos,2005-07-21
OQ721296.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2004-08-30
OQ721298.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2009-07-29
OQ721308.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2010-10-05
OQ721312.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2011-09-06
OQ721313.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2012-05-28
OQ721316.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2011-08-31
OQ721322.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2011-08-18
OQ721323.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2014-09-11
OQ721331.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Aphelocoma californica,2016-06-15
OQ721335.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2010-07-13
OQ721345.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2007-07-31
OQ721348.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2006-07-26
OQ721355.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2012-06-15
OQ721361.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2016-06-14
OQ721363.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2011-09-23
OQ721372.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2008-08-13
OQ721374.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2017-08-22
OQ721376.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Aphelocoma californica,2009-08-18
OQ721378.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2014-07-01
OQ721379.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Aphelocoma californica,2009-10-02
OQ721393.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2007-07-24
OQ721399.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2016-06-30
OQ721402.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2008-03-05
OQ721406.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2007-07-13
OQ721414.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2014-09-04
OQ721431.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2013-07-16
OQ721451.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2009-08-20
OQ721467.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2013-07-24
OQ721470.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2011-07-22
OQ721471.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2016-07-29
OQ721486.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2013-07-19
OQ721488.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2004-08-06
OQ721491.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2012-07-02
OQ721494.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2011-09-02
OQ721497.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2013-09-18
OQ721502.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2016-06-28
OQ721519.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2014-07-10
OQ721525.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2005-07-28
OQ721533.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2009-08-20
OQ721535.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2007-08-09
OQ721539.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2004-09-07
OQ721548.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2014-07-03
OQ721556.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2012-06-13
OQ721560.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2005-07-25
OQ721566.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2017-05-23
OQ721574.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2017-06-29
OQ721575.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2006-06-21
OQ721578.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2017-08-01
OQ721587.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2012-07-31
OQ721592.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2011-08-25
OQ721598.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2016-07-26
OQ721618.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2008-07-25
OQ721623.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2010-07-09
OQ721630.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2004-07-23
OQ721641.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2015-07-07
OQ721643.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2005-07-12
OQ721651.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2005-07-24
OQ721654.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Aphelocoma californica,2007-07-24
OQ721656.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2017-08-03
OQ721660.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2008-07-24
OQ721678.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2006-08-01
OQ721679.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2010-09-17
OQ721690.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus corax,2008-06-17
OQ721691.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2011-08-20
OQ721693.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2005-07-12
OQ721697.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2004-08-11
OQ721700.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2013-05-31
OQ721702.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2016-08-09
OQ721709.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2010-07-09
OQ721710.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2004-08-12
OQ721712.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2011-08-24
OQ721715.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2013-07-02
OQ721723.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2006-08-10
OQ721732.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2017-08-03
OQ721742.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2010-09-22
OQ721745.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2006-07-04
OQ721746.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2013-07-30
OQ721756.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2007-08-01
OQ721763.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2017-09-06
OQ721764.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2016-06-20
OQ721773.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2014-06-24
OQ721775.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Haemorhous mexicanus,2005-08-01
OQ721781.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Euphagus cyanocephalus,2016-06-22
OQ721782.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2017-07-18
OQ721783.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Aphelocoma californica,2012-06-28
OQ721784.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2010-07-09
OQ721793.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2013-06-21
OQ721796.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2012-06-23
OQ721798.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2005-07-21
OQ721799.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2016-05-19
OQ721800.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2008-08-12
OQ721801.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Aphelocoma californica,2014-06-15
OQ721802.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2012-07-12
OQ721823.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Corvus brachyrhynchos,2014-09-07
OQ721829.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2009-08-13
OQ721830.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2004-07-23
OQ721831.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2005-07-30
OQ721833.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2011-08-09
OQ721836.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2012-06-21
OQ721840.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",,2015-09-24
OQ721843.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2005-08-20
OQ721847.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex tarsalis,2007-07-06
OQ721852.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2012-06-07
OQ721856.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sacramento, California",Culex pipiens,2015-09-09
OQ721274.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10241,"USA: San Bernardino, California",Corvus brachyrhynchos,2004-05-28
OQ721127.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Aphelocoma,2008-05-08
OQ721151.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2014-09-29
OQ721161.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-09-24
OQ721166.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2014-10-02
OQ721171.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-08-03
OQ721174.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-09-19
OQ721180.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-06-02
OQ721184.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-11-05
OQ721205.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-09-22
OQ721217.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-09-10
OQ721220.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Culex quinquefasciatus,2014-11-07
OQ721224.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-06-18
OQ721240.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2009-03-23
OQ721248.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Accipiter cooperii,2008-11-17
OQ721275.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-05-11
OQ721280.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Culex quinquefasciatus,2015-10-20
OQ721318.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-09-10
OQ721339.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Aphelocoma,2015-07-09
OQ721346.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2009-12-09
OQ721371.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-09-12
OQ721395.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2009-10-22
OQ721398.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2009-01-16
OQ721403.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-08-17
OQ721411.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2009-09-30
OQ721447.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-08-06
OQ721457.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-06-18
OQ721492.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-06-18
OQ721493.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-10-07
OQ721522.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-09-08
OQ721531.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Aphelocoma,2008-05-14
OQ721538.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Culex quinquefasciatus,2015-08-21
OQ721544.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2017-08-15
OQ721547.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-09-24
OQ721561.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-09-22
OQ721570.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-08-25
OQ721571.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-09-22
OQ721572.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-11-02
OQ721600.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-11-16
OQ721601.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2016-02-28
OQ721607.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-11-10
OQ721624.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-09-10
OQ721627.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-04-16
OQ721628.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2016-04-28
OQ721629.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2009-02-05
OQ721631.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2017-09-11
OQ721639.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2017-07-06
OQ721655.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2014-07-14
OQ721670.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Culex quinquefasciatus,2015-11-13
OQ721671.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus,2014-12-16
OQ721677.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2009-06-23
OQ721685.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-10-01
OQ721696.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-09-28
OQ721721.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-08-11
OQ721761.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-07-28
OQ721766.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2017-08-24
OQ721767.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-08-24
OQ721777.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2017-08-04
OQ721804.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2015-09-03
OQ721832.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Culex tarsalis,2016-05-16
OQ721838.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Corvus brachyrhynchos,2008-09-23
OQ721841.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: San Diego, California",Accipitridae,2007-10-25
MH507710.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Andreas,California",Baeolophus inornatus,2008-08-12
MH507612.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2012-10-29
MH507616.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-10-02
MH507619.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Accipitridae,2014-10-28
MH507621.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Culex quinquefasciatus,2014-10-31
MH507622.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvidae,2007-03-19
MH507627.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2008-05-14
MH507628.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2008-06-11
MH507631.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2008-09-15
MH507632.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Accipiter cooperii,2008-06-25
MH507638.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2008-12-01
MH507653.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2013-11-01
MH507655.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Accipitridae,2013-11-07
MH507657.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2014-07-17
MH507658.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2014-08-13
MH507662.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2014-10-03
MH507663.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Accipitridae,2014-10-28
MH507666.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2014-11-17
MH507668.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus,2014-12-18
MH507669.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus,2014-12-18
MH507670.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-04-16
MH507677.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Accipiter striatus,2015-08-18
MH507679.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Culicidae,2015-08-28
MH507684.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Culicidae,2016-08-11
MH507690.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Culicidae,2017-08-28
MH507691.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Culicidae,2017-10-05
MH507698.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-11-10
MH507701.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2016-02-03
MH507949.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2008-05-22
MH507950.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2008-09-05
MH507951.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2008-09-26
MH507952.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2009-09-29
